,ip,s_down_length,f_down_length,down_increment
20752,123.56.84.22,1150.0,0.0,1150.0
20753,123.56.87.115,5631.0,0.0,5631.0
20754,123.56.87.33,14908.0,3608.0,11300.0
20756,123.56.89.243,4149.0,0.0,4149.0
20757,123.57.0.111,896.0,0.0,896.0
20759,123.57.11.21,1826.0,0.0,1826.0
20760,123.57.12.196,4740.0,3174.0,1566.0
20762,123.57.12.49,926.0,0.0,926.0
20763,123.57.133.42,1022.0,0.0,1022.0
20764,123.57.133.56,54325.0,0.0,54325.0
20766,123.57.159.53,448.0,0.0,448.0
20767,123.57.17.165,462.0,0.0,462.0
20768,123.57.188.122,1595.0,0.0,1595.0
20769,123.57.188.243,2373.0,0.0,2373.0
20770,123.57.188.29,3696.0,0.0,3696.0
20772,123.57.224.52,8690.0,0.0,8690.0
20773,123.57.250.60,313355.0,36298.0,277057.0
20774,123.57.253.100,8624.0,1766.0,6858.0
20775,123.57.254.116,10176.0,4834.0,5342.0
20776,123.57.254.137,7870.0,4195.0,3675.0
20777,123.57.254.18,12068.0,2738.0,9330.0
20780,123.57.37.155,122627.0,0.0,122627.0
20781,123.57.38.227,9471.0,0.0,9471.0
20783,123.57.46.109,85051.0,0.0,85051.0
20784,123.57.46.6,10671.0,0.0,10671.0
20785,123.57.52.94,675.0,0.0,675.0
20786,123.57.60.52,3120.0,0.0,3120.0
20788,123.57.67.155,34334.0,0.0,34334.0
20789,123.57.68.43,1284.0,0.0,1284.0
20790,123.57.7.100,462.0,0.0,462.0
20792,123.57.73.32,7916.0,0.0,7916.0
20793,123.57.73.69,72.0,0.0,72.0
20794,123.57.74.74,991.0,0.0,991.0
20795,123.57.75.78,1642.0,0.0,1642.0
20797,123.57.8.81,101868.0,16330.0,85538.0
20798,123.58.128.70,444.0,184.0,260.0
20799,123.58.167.233,566.0,0.0,566.0
20804,123.58.175.149,24760.0,0.0,24760.0
20807,123.58.175.202,1135.0,0.0,1135.0
20808,123.58.175.203,1135.0,318.0,817.0
20810,123.58.176.116,1125.0,0.0,1125.0
20811,123.58.176.118,1083.0,0.0,1083.0
20812,123.58.176.127,1315.0,0.0,1315.0
20813,123.58.176.25,253958.0,206567.0,47391.0
20814,123.58.176.67,403367.0,94755.0,308612.0
20815,123.58.176.68,446445.0,116462.0,329983.0
20816,123.58.176.69,423530.0,170993.0,252537.0
20817,123.58.176.86,391349.0,287115.0,104234.0
20818,123.58.177.108,2503.0,0.0,2503.0
20819,123.58.177.109,1443222.0,0.0,1443222.0
20821,123.58.177.18,51727.0,8960.0,42767.0
20823,123.58.180.10,115243.0,11444.0,103799.0
20825,123.58.180.11,34778.0,16772.0,18006.0
20826,123.58.180.110,6354949.0,2264182.0,4090767.0
20827,123.58.180.111,5969339.0,2081066.0,3888273.0
20828,123.58.180.12,5401.0,4947.0,454.0
20831,123.58.180.124,15174.0,781.0,14393.0
20832,123.58.180.125,13304.0,4417.0,8887.0
20833,123.58.180.126,5665893.0,67143.0,5598750.0
20834,123.58.180.127,3186945.0,94358.0,3092587.0
20835,123.58.180.129,30518.0,27451.0,3067.0
20840,123.58.180.83,252399.0,146736.0,105663.0
20842,123.58.181.144,5755573.0,589856.0,5165717.0
20843,123.58.181.145,1983829.0,265245.0,1718584.0
20845,123.58.181.37,22172.0,0.0,22172.0
20850,123.58.182.213,869631.0,164227.0,705404.0
20851,123.58.182.214,2853199.0,266416.0,2586783.0
20852,123.58.182.215,2168673.0,105049.0,2063624.0
20854,123.58.183.0,2777931.0,1047676.0,1730255.0
20856,123.58.183.2,2197770.0,17296.0,2180474.0
20858,123.58.185.13,4000.0,1496.0,2504.0
20859,123.58.185.15,1417.0,0.0,1417.0
20869,123.58.189.64,688715.0,233124.0,455591.0
20870,123.58.189.65,987184.0,214472.0,772712.0
20871,123.59.52.152,26116.0,0.0,26116.0
20872,123.59.54.210,41952.0,10384.0,31568.0
20873,123.59.55.137,4505.0,0.0,4505.0
20875,123.59.57.73,564.0,0.0,564.0
20876,123.59.58.176,603.0,0.0,603.0
20877,123.59.58.187,180154.0,323.0,179831.0
20883,123.59.62.196,632.0,0.0,632.0
20884,123.6.216.97,222.0,0.0,222.0
20885,123.6.65.98,5214.0,0.0,5214.0
20886,123.60.134.130,373.0,0.0,373.0
20887,123.66.223.59,694.0,0.0,694.0
20888,123.9.216.241,143.0,0.0,143.0
20889,123.96.120.99,779.0,0.0,779.0
20890,123.96.141.173,186.0,0.0,186.0
20891,123.96.163.109,106.0,0.0,106.0
20892,123.96.205.210,1003.0,0.0,1003.0
20893,123.96.253.112,155.0,0.0,155.0
20894,123.96.71.11,1151.0,0.0,1151.0
20895,123.96.99.34,151.0,0.0,151.0
20896,123.97.116.253,279.0,0.0,279.0
20897,123.97.13.250,151.0,0.0,151.0
20898,123.97.226.44,49.0,0.0,49.0
20899,123.97.227.52,53.0,0.0,53.0
20900,123.97.79.61,53.0,0.0,53.0
20901,123.97.85.88,559.0,0.0,559.0
20902,124.105.53.198,40847.0,0.0,40847.0
20904,124.11.129.158,349.0,0.0,349.0
20905,124.11.187.103,68.0,0.0,68.0
20906,124.112.165.164,52.0,0.0,52.0
20907,124.112.17.31,398.0,0.0,398.0
20908,124.112.189.122,156.0,0.0,156.0
20909,124.112.212.99,43.0,0.0,43.0
20910,124.112.225.241,53.0,0.0,53.0
20911,124.112.227.204,746.0,0.0,746.0
20912,124.112.79.47,102.0,0.0,102.0
20913,124.113.154.154,190.0,0.0,190.0
20914,124.113.180.193,1786902.0,0.0,1786902.0
20915,124.113.184.115,84.0,0.0,84.0
20916,124.113.184.146,106.0,0.0,106.0
20917,124.113.185.62,143.0,0.0,143.0
20918,124.113.201.68,691.0,0.0,691.0
20919,124.113.204.132,16481.0,0.0,16481.0
20920,124.113.218.166,221.0,0.0,221.0
20921,124.113.219.234,53.0,0.0,53.0
20922,124.113.237.2,746.0,0.0,746.0
20923,124.113.6.220,1011.0,0.0,1011.0
20924,124.114.11.197,53.0,0.0,53.0
20925,124.114.114.80,138.0,0.0,138.0
20926,124.114.130.155,460.0,0.0,460.0
20927,124.114.157.209,86.0,0.0,86.0
20928,124.114.190.51,179.0,0.0,179.0
20929,124.114.200.103,452.0,0.0,452.0
20930,124.114.211.210,53.0,0.0,53.0
20931,124.114.232.63,53.0,0.0,53.0
20932,124.114.67.4,732.0,0.0,732.0
20933,124.114.79.69,23.0,0.0,23.0
20934,124.114.8.225,1192.0,0.0,1192.0
20935,124.114.83.86,142.0,0.0,142.0
20936,124.115.16.211,456.0,0.0,456.0
20937,124.115.164.45,65674.0,0.0,65674.0
20938,124.115.18.58,19666.0,0.0,19666.0
20939,124.115.18.63,977.0,861.0,116.0
20940,124.115.197.192,53.0,0.0,53.0
20942,124.115.20.163,1302.0,626.0,676.0
20943,124.115.20.165,721.0,0.0,721.0
20944,124.115.20.71,9582789.0,4461568.0,5121221.0
20947,124.115.227.180,157.0,0.0,157.0
20948,124.115.49.118,53.0,0.0,53.0
20953,124.116.108.24,49.0,0.0,49.0
20954,124.116.115.130,126.0,0.0,126.0
20955,124.116.176.128,464.0,0.0,464.0
20956,124.116.176.179,452.0,0.0,452.0
20957,124.116.197.61,414.0,0.0,414.0
20960,124.117.12.144,85.0,0.0,85.0
20961,124.117.125.73,310.0,0.0,310.0
20962,124.117.209.199,462.0,0.0,462.0
20963,124.117.222.41,456.0,0.0,456.0
20964,124.117.225.165,2270.0,0.0,2270.0
20965,124.117.244.248,120.0,12.0,108.0
20966,124.117.244.249,70.0,0.0,70.0
20967,124.117.47.85,403.0,0.0,403.0
20968,124.117.90.87,115.0,0.0,115.0
20969,124.118.194.36,53.0,0.0,53.0
20970,124.118.50.62,53.0,0.0,53.0
20971,124.118.60.154,53.0,0.0,53.0
20972,124.118.65.15,572.0,0.0,572.0
20973,124.118.93.187,53.0,0.0,53.0
20974,124.119.106.209,892.0,0.0,892.0
20975,124.119.115.167,151.0,0.0,151.0
20976,124.119.133.39,1413739.0,0.0,1413739.0
20977,124.119.216.233,599.0,0.0,599.0
20978,124.119.224.111,770298.0,0.0,770298.0
20979,124.119.244.179,16483.0,0.0,16483.0
20980,124.119.85.243,132.0,0.0,132.0
20988,124.126.131.168,202.0,0.0,202.0
20989,124.126.135.105,155.0,0.0,155.0
20990,124.126.143.87,544.0,0.0,544.0
20991,124.126.152.208,402.0,0.0,402.0
20992,124.126.153.192,2325.0,0.0,2325.0
20993,124.126.155.46,447.0,0.0,447.0
20994,124.126.157.128,198.0,0.0,198.0
20995,124.126.160.190,1118.0,0.0,1118.0
20996,124.126.179.63,201.0,0.0,201.0
20997,124.126.188.158,155.0,0.0,155.0
20998,124.126.190.160,154.0,0.0,154.0
20999,124.126.205.118,272152.0,0.0,272152.0
21000,124.126.209.234,280.0,0.0,280.0
21001,124.126.21.244,1119.0,0.0,1119.0
21002,124.126.214.70,234.0,0.0,234.0
21003,124.126.223.160,447.0,0.0,447.0
21004,124.126.225.150,199.0,0.0,199.0
21005,124.126.225.165,9313.0,0.0,9313.0
21006,124.126.25.13,742.0,0.0,742.0
21007,124.126.250.10,124811.0,1782.0,123029.0
21008,124.126.250.130,325317.0,105926.0,219391.0
21009,124.126.250.131,594970.0,124207.0,470763.0
21010,124.126.250.146,5079564.0,2751523.0,2328041.0
21011,124.126.250.148,5988004.0,3057068.0,2930936.0
21012,124.126.250.250,30513233.0,7474679.0,23038554.0
21014,124.126.250.76,3812.0,2642.0,1170.0
21018,124.126.255.14,514.0,0.0,514.0
21021,124.126.29.254,447.0,0.0,447.0
21022,124.126.90.43,447.0,0.0,447.0
21023,124.126.91.81,201.0,0.0,201.0
21024,124.127.100.250,194663.0,15539.0,179124.0
21026,124.127.113.35,21164.0,0.0,21164.0
21027,124.127.117.145,1115.0,0.0,1115.0
21028,124.127.147.36,447.0,0.0,447.0
21029,124.127.166.88,905.0,0.0,905.0
21030,124.127.181.19,32241.0,0.0,32241.0
21031,124.127.181.70,148126.0,0.0,148126.0
21033,124.127.207.71,143843.0,140686.0,3157.0
21034,124.127.215.26,5592044.0,0.0,5592044.0
21035,124.127.217.42,149.0,0.0,149.0
21036,124.127.219.62,447.0,0.0,447.0
21037,124.127.221.165,157.0,0.0,157.0
21039,124.127.254.63,456.0,0.0,456.0
21040,124.127.49.235,1094.0,0.0,1094.0
21042,124.127.52.79,856.0,0.0,856.0
21043,124.127.55.171,928.0,0.0,928.0
21044,124.127.66.43,1170.0,0.0,1170.0
21045,124.127.73.243,137.0,0.0,137.0
21046,124.127.75.118,685.0,0.0,685.0
21047,124.127.79.54,30.0,0.0,30.0
21049,124.128.235.237,458.0,0.0,458.0
21050,124.128.235.243,3774.0,0.0,3774.0
21051,124.128.246.31,1474.0,0.0,1474.0
21052,124.128.37.72,1356.0,0.0,1356.0
21053,124.128.56.27,276.0,0.0,276.0
21054,124.128.62.151,462.0,0.0,462.0
21055,124.128.77.144,29124.0,0.0,29124.0
21056,124.129.32.63,952.0,0.0,952.0
21057,124.13.189.239,2684.0,0.0,2684.0
21058,124.131.212.11,143.0,0.0,143.0
21059,124.131.39.57,302.0,0.0,302.0
21060,124.133.228.118,371.0,0.0,371.0
21061,124.133.228.17,425.0,0.0,425.0
21066,124.133.228.99,484.0,0.0,484.0
21067,124.133.254.56,2108.0,0.0,2108.0
21068,124.133.78.0,721.0,0.0,721.0
21069,124.135.101.165,415.0,0.0,415.0
21070,124.135.104.1,711.0,0.0,711.0
21071,124.135.239.117,151.0,0.0,151.0
21072,124.14.17.192,560.0,0.0,560.0
21073,124.150.130.203,458.0,0.0,458.0
21074,124.150.142.101,441.0,0.0,441.0
21075,124.16.136.235,930.0,0.0,930.0
21076,124.16.151.191,9973.0,0.0,9973.0
21079,124.16.31.172,886.0,264.0,622.0
21080,124.16.31.173,4158.0,0.0,4158.0
21081,124.160.123.92,1932.0,0.0,1932.0
21082,124.160.136.145,2214.0,0.0,2214.0
21083,124.160.136.245,3987.0,374.0,3613.0
21084,124.160.136.255,19344.0,0.0,19344.0
21095,124.160.148.189,219.0,0.0,219.0
21096,124.160.171.222,429.0,0.0,429.0
21098,124.160.184.156,113.0,0.0,113.0
21099,124.160.184.158,109.0,0.0,109.0
21102,124.160.184.187,60.0,0.0,60.0
21103,124.160.184.211,1508.0,0.0,1508.0
21104,124.160.184.212,7560.0,0.0,7560.0
21105,124.161.217.86,151.0,0.0,151.0
21108,124.163.244.78,17437.0,0.0,17437.0
21109,124.164.14.12,179.0,0.0,179.0
21110,124.164.154.194,151.0,0.0,151.0
21111,124.164.240.163,1140.0,0.0,1140.0
21112,124.164.32.135,3926.0,0.0,3926.0
21113,124.164.69.211,151.0,0.0,151.0
21115,124.165.216.44,454.0,0.0,454.0
21116,124.165.217.2,3542.0,0.0,3542.0
21117,124.166.110.4,151.0,0.0,151.0
21118,124.166.151.152,143.0,0.0,143.0
21119,124.166.24.146,543.0,0.0,543.0
21120,124.167.148.158,182.0,0.0,182.0
21123,124.169.191.135,5067.0,0.0,5067.0
21124,124.17.1.24,17895.0,0.0,17895.0
21125,124.17.1.25,14453.0,6766.0,7687.0
21126,124.17.1.31,179752.0,14312.0,165440.0
21127,124.17.2.2,569710.0,123289.0,446421.0
21128,124.172.169.80,450.0,0.0,450.0
21129,124.172.172.104,456.0,0.0,456.0
21130,124.172.184.247,12090.0,0.0,12090.0
21131,124.172.192.66,406769.0,22766.0,384003.0
21133,124.172.220.43,1986.0,0.0,1986.0
21135,124.172.221.185,541.0,0.0,541.0
21136,124.172.226.149,1356.0,0.0,1356.0
21137,124.172.232.94,448.0,0.0,448.0
21140,124.172.243.46,404.0,0.0,404.0
21141,124.172.244.30,1810.0,0.0,1810.0
21142,124.172.245.65,4950.0,0.0,4950.0
21145,124.173.122.90,946.0,0.0,946.0
21146,124.173.133.84,752.0,0.0,752.0
21147,124.173.159.13,456.0,0.0,456.0
21148,124.193.208.111,268.0,0.0,268.0
21153,124.193.33.172,143.0,0.0,143.0
21154,124.193.58.69,302.0,0.0,302.0
21156,124.202.132.8,4567.0,1135.0,3432.0
21157,124.202.140.31,1037.0,0.0,1037.0
21158,124.202.141.151,180774.0,18829.0,161945.0
21159,124.202.141.158,158912.0,17648.0,141264.0
21160,124.202.141.225,78192.0,10826.0,67366.0
21161,124.202.141.80,16558.0,0.0,16558.0
21162,124.202.141.81,103126.0,11758.0,91368.0
21163,124.202.144.14,2079.0,484.0,1595.0
21164,124.202.144.15,2124.0,1361.0,763.0
21168,124.202.145.243,526.0,0.0,526.0
21170,124.202.145.253,26403.0,0.0,26403.0
21172,124.202.152.224,17859.0,7934.0,9925.0
21173,124.202.152.230,13273.0,4857.0,8416.0
21175,124.202.154.75,268.0,261.0,7.0
21176,124.202.157.31,151.0,0.0,151.0
21177,124.205.109.52,450.0,0.0,450.0
21178,124.205.33.109,960.0,0.0,960.0
21179,124.205.33.40,452.0,0.0,452.0
21180,124.205.79.206,382.0,0.0,382.0
21181,124.207.154.87,1568.0,0.0,1568.0
21182,124.207.176.123,460.0,0.0,460.0
21183,124.207.179.230,1037.0,0.0,1037.0
21184,124.207.182.15,476.0,0.0,476.0
21185,124.207.2.25,14717.0,0.0,14717.0
21186,124.207.23.159,1044.0,0.0,1044.0
21187,124.214.147.82,4008.0,0.0,4008.0
21189,124.224.145.156,1194.0,0.0,1194.0
21190,124.224.164.55,309.0,0.0,309.0
21191,124.224.65.168,151.0,0.0,151.0
21192,124.224.65.227,49.0,0.0,49.0
21193,124.224.88.255,9853.0,0.0,9853.0
21194,124.225.100.209,53.0,0.0,53.0
21195,124.225.106.141,9329.0,0.0,9329.0
21196,124.225.114.7,1113.0,0.0,1113.0
21197,124.225.125.106,155.0,0.0,155.0
21199,124.225.131.154,587.0,0.0,587.0
21200,124.225.131.156,3609.0,0.0,3609.0
21201,124.225.131.157,1376.0,0.0,1376.0
21202,124.225.135.229,32087.0,26148.0,5939.0
21203,124.225.135.235,9207.0,4726.0,4481.0
21204,124.225.150.125,53.0,0.0,53.0
21205,124.225.174.225,310.0,0.0,310.0
21208,124.225.213.213,112309.0,24684.0,87625.0
21213,124.225.214.211,45413.0,35144.0,10269.0
21215,124.225.247.229,145.0,0.0,145.0
21216,124.225.45.218,401.0,0.0,401.0
21217,124.225.60.55,1078.0,0.0,1078.0
21219,124.225.65.174,18998.0,7862.0,11136.0
21220,124.225.65.175,90194.0,31330.0,58864.0
21222,124.225.65.191,25192.0,12423.0,12769.0
21223,124.225.65.200,1809.0,1132.0,677.0
21224,124.225.65.217,13697.0,5630.0,8067.0
21225,124.225.65.218,15118.0,9717.0,5401.0
21226,124.226.101.53,1794.0,0.0,1794.0
21227,124.226.102.1,73.0,0.0,73.0
21228,124.226.158.69,462.0,0.0,462.0
21229,124.226.189.166,309.0,0.0,309.0
21230,124.226.193.238,1432347.0,0.0,1432347.0
21234,124.227.22.249,3500.0,0.0,3500.0
21235,124.228.134.70,8706694.0,0.0,8706694.0
21236,124.228.151.139,53.0,0.0,53.0
21237,124.228.21.235,452.0,0.0,452.0
21239,124.228.254.50,35438.0,26838.0,8600.0
21242,124.229.192.241,49.0,0.0,49.0
21243,124.229.211.1,53.0,0.0,53.0
21244,124.229.213.79,406.0,0.0,406.0
21245,124.229.222.93,53.0,0.0,53.0
21246,124.229.239.223,53.0,0.0,53.0
21247,124.229.35.112,157.0,0.0,157.0
21248,124.229.36.56,154.0,0.0,154.0
21249,124.229.43.81,102.0,0.0,102.0
21250,124.229.81.144,53.0,0.0,53.0
21251,124.230.139.160,159.0,0.0,159.0
21252,124.230.181.161,53.0,0.0,53.0
21253,124.230.33.227,772.0,0.0,772.0
21254,124.230.78.123,793.0,0.0,793.0
21255,124.231.1.202,1197.0,0.0,1197.0
21256,124.231.131.82,101.0,0.0,101.0
21258,124.231.20.88,799.0,0.0,799.0
21259,124.231.27.49,154.0,0.0,154.0
21260,124.231.41.199,292.0,0.0,292.0
21261,124.231.5.222,53.0,0.0,53.0
21262,124.232.137.164,10670.0,10587.0,83.0
21265,124.232.145.41,1444.0,0.0,1444.0
21266,124.232.145.44,456.0,0.0,456.0
21267,124.232.146.151,14815.0,0.0,14815.0
21268,124.232.146.72,458.0,0.0,458.0
21270,124.232.147.201,30476.0,0.0,30476.0
21271,124.232.147.30,450.0,0.0,450.0
21274,124.232.150.115,56352.0,0.0,56352.0
21275,124.232.150.118,387244.0,0.0,387244.0
21276,124.232.150.128,2673895.0,0.0,2673895.0
21277,124.232.150.150,338748.0,0.0,338748.0
21278,124.232.150.168,456.0,0.0,456.0
21279,124.232.150.231,796781.0,0.0,796781.0
21280,124.232.150.244,18558009.0,0.0,18558009.0
21281,124.232.151.1,25447374.0,0.0,25447374.0
21282,124.232.154.52,911.0,0.0,911.0
21284,124.232.158.193,39962.0,1794.0,38168.0
21285,124.232.158.210,1600.0,0.0,1600.0
21286,124.232.160.29,486.0,0.0,486.0
21290,124.232.162.39,1127.0,322.0,805.0
21292,124.232.163.109,240978.0,0.0,240978.0
21293,124.232.163.125,52495724.0,0.0,52495724.0
21294,124.232.163.13,15486051.0,0.0,15486051.0
21295,124.232.163.15,3116512.0,0.0,3116512.0
21296,124.232.163.38,440.0,0.0,440.0
21297,124.232.163.86,10021459.0,0.0,10021459.0
21298,124.232.163.89,3683262.0,0.0,3683262.0
21299,124.232.163.9,81992505.0,0.0,81992505.0
21300,124.232.163.92,149988728.0,0.0,149988728.0
21301,124.232.164.45,452.0,0.0,452.0
21302,124.232.165.60,736.0,0.0,736.0
21303,124.234.131.138,144.0,0.0,144.0
21304,124.234.214.138,124.0,0.0,124.0
21305,124.234.28.115,223704.0,0.0,223704.0
21306,124.234.48.185,235.0,0.0,235.0
21307,124.234.58.167,53.0,0.0,53.0
21308,124.234.66.179,73.0,0.0,73.0
21309,124.234.75.132,53.0,0.0,53.0
21310,124.234.77.31,1673.0,0.0,1673.0
21311,124.234.87.147,558.0,0.0,558.0
21312,124.235.109.210,98.0,0.0,98.0
21313,124.235.146.167,11276.0,0.0,11276.0
21314,124.235.151.94,371.0,0.0,371.0
21315,124.235.244.196,183.0,0.0,183.0
21316,124.235.59.248,1308.0,0.0,1308.0
21317,124.235.77.201,53.0,0.0,53.0
21318,124.236.101.43,73.0,0.0,73.0
21319,124.236.121.120,822.0,0.0,822.0
21320,124.236.129.142,1206.0,0.0,1206.0
21321,124.236.153.13,155.0,0.0,155.0
21322,124.236.156.78,401.0,0.0,401.0
21323,124.236.233.246,311.0,0.0,311.0
21324,124.237.121.79,430.0,0.0,430.0
21325,124.237.122.145,106.0,0.0,106.0
21326,124.237.122.241,157.0,0.0,157.0
21327,124.237.47.133,888.0,0.0,888.0
21328,124.237.77.236,678.0,0.0,678.0
21330,124.237.78.30,947.0,0.0,947.0
21333,124.238.116.9,932.0,0.0,932.0
21334,124.238.194.72,899303.0,0.0,899303.0
21336,124.238.232.50,9019.0,0.0,9019.0
21338,124.238.232.52,24461.0,10561.0,13900.0
21339,124.238.232.53,27686.0,6642.0,21044.0
21340,124.238.235.232,906.0,0.0,906.0
21343,124.238.243.35,4793.0,1242.0,3551.0
21346,124.238.253.123,1033.0,0.0,1033.0
21347,124.238.253.26,36302.0,15755.0,20547.0
21351,124.238.29.52,53.0,0.0,53.0
21352,124.239.121.182,53.0,0.0,53.0
21353,124.239.133.100,1265867.0,404.0,1265463.0
21354,124.239.170.51,158.0,0.0,158.0
21355,124.239.192.71,456.0,0.0,456.0
21356,124.239.194.6,456.0,0.0,456.0
21357,124.239.194.9,456.0,0.0,456.0
21358,124.239.197.130,127064.0,108010.0,19054.0
21359,124.239.197.131,1173527.0,584997.0,588530.0
21364,124.239.198.149,651.0,286.0,365.0
21366,124.239.198.151,44426.0,18155.0,26271.0
21376,124.239.198.24,854841.0,342991.0,511850.0
21377,124.239.198.26,744976.0,293531.0,451445.0
21381,124.239.199.11,10663614.0,1838908.0,8824706.0
21382,124.239.208.49,450.0,0.0,450.0
21383,124.239.216.162,1205.0,0.0,1205.0
21384,124.239.216.163,1198.0,0.0,1198.0
21385,124.239.216.18,8559.0,0.0,8559.0
21386,124.239.216.19,2334.0,0.0,2334.0
21387,124.239.216.20,6675.0,0.0,6675.0
21388,124.239.216.30,3212.0,0.0,3212.0
21389,124.239.216.32,4676.0,0.0,4676.0
21391,124.248.202.223,396.0,0.0,396.0
21392,124.248.221.81,4449.0,0.0,4449.0
21393,124.248.222.12,8067.0,0.0,8067.0
21394,124.248.225.151,2854.0,0.0,2854.0
21395,124.248.225.175,261.0,0.0,261.0
21396,124.248.237.179,10719.0,0.0,10719.0
21397,124.248.240.209,9415.0,0.0,9415.0
21398,124.248.240.57,1564.0,0.0,1564.0
21399,124.248.245.111,31269.0,0.0,31269.0
21400,124.248.245.75,458.0,0.0,458.0
21401,124.248.252.94,406.0,0.0,406.0
21402,124.248.254.179,185.0,0.0,185.0
21403,124.248.32.120,20255.0,3723.0,16532.0
21404,124.248.32.129,6846.0,0.0,6846.0
21405,124.248.34.105,18605.0,0.0,18605.0
21406,124.248.34.108,1335.0,0.0,1335.0
21407,124.248.34.120,379.0,0.0,379.0
21408,124.248.34.248,820.0,0.0,820.0
21409,124.248.35.144,360.0,0.0,360.0
21410,124.248.37.173,1938.0,0.0,1938.0
21413,124.248.40.33,1145.0,0.0,1145.0
21414,124.248.41.98,771.0,0.0,771.0
21415,124.250.3.105,1974236.0,1184070.0,790166.0
21419,124.250.6.156,6425.0,3346.0,3079.0
21420,124.250.6.163,1655.0,0.0,1655.0
21421,124.250.6.166,210820.0,49782.0,161038.0
21423,124.250.60.16,321607.0,154999.0,166608.0
21431,124.251.13.14,642140.0,193030.0,449110.0
21432,124.251.13.9,703237.0,203077.0,500160.0
21433,124.251.14.232,56631.0,0.0,56631.0
21434,124.251.14.244,561.0,0.0,561.0
21438,124.251.15.0,71069.0,42405.0,28664.0
21440,124.251.4.15,3840.0,463.0,3377.0
21441,124.251.4.241,2256.0,0.0,2256.0
21442,124.251.4.242,13790.0,539.0,13251.0
21443,124.251.4.26,77779.0,0.0,77779.0
21444,124.251.44.104,20470.0,0.0,20470.0
21446,124.251.44.33,10173.0,0.0,10173.0
21447,124.251.46.105,183609.0,2684.0,180925.0
21450,124.251.46.15,4702.0,0.0,4702.0
21451,124.251.46.199,42681.0,24441.0,18240.0
21452,124.251.46.40,593339.0,28545.0,564794.0
21453,124.251.46.60,24200.0,0.0,24200.0
21455,124.251.6.105,566.0,0.0,566.0
21458,124.251.6.125,7458.0,609.0,6849.0
21459,124.251.6.136,52437.0,0.0,52437.0
21460,124.251.6.238,1697055.0,103062.0,1593993.0
21461,124.251.6.25,1800.0,0.0,1800.0
21462,124.251.6.27,245123.0,31949.0,213174.0
21463,124.251.60.233,2904.0,0.0,2904.0
21464,124.251.60.236,1933.0,0.0,1933.0
21465,124.251.61.18,1911.0,0.0,1911.0
21468,124.31.19.3,312.0,0.0,312.0
21469,124.31.7.251,30.0,0.0,30.0
21470,124.31.71.22,144.0,0.0,144.0
21471,124.34.9.135,2202.0,0.0,2202.0
21472,124.40.53.13,574039.0,94329.0,479710.0
21473,124.40.53.14,511770.0,108043.0,403727.0
21474,124.40.53.15,1127145.0,256729.0,870416.0
21475,124.40.53.16,474110.0,72247.0,401863.0
21476,124.40.53.21,212461.0,23794.0,188667.0
21477,124.40.53.22,161643.0,96659.0,64984.0
21478,124.40.53.23,193576.0,94242.0,99334.0
21479,124.40.53.24,602320.0,149924.0,452396.0
21480,124.40.53.29,302512.0,99073.0,203439.0
21481,124.40.53.30,551188.0,104999.0,446189.0
21482,124.40.53.31,252592.0,130505.0,122087.0
21483,124.40.53.32,110007.0,34493.0,75514.0
21484,124.40.53.37,99857.0,19707.0,80150.0
21485,124.40.53.38,207263.0,82704.0,124559.0
21486,124.40.53.39,140689.0,79972.0,60717.0
21487,124.40.53.40,97002.0,73111.0,23891.0
21488,124.40.53.45,457356.0,88790.0,368566.0
21489,124.40.53.46,154030.0,58709.0,95321.0
21490,124.40.53.47,90573.0,35754.0,54819.0
21491,124.40.53.48,612544.0,138512.0,474032.0
21492,124.40.53.53,197673.0,92682.0,104991.0
21493,124.40.53.54,524723.0,76980.0,447743.0
21494,124.40.53.55,264926.0,183504.0,81422.0
21495,124.40.53.56,369746.0,124630.0,245116.0
21496,124.40.53.61,646314.0,201404.0,444910.0
21497,124.40.53.62,68264.0,19730.0,48534.0
21498,124.40.53.64,746547.0,109436.0,637111.0
21499,124.40.53.69,120062.0,57816.0,62246.0
21500,124.40.53.70,154603.0,122254.0,32349.0
21501,124.42.10.249,1974.0,0.0,1974.0
21502,124.42.113.176,1101.0,0.0,1101.0
21503,124.42.15.209,269.0,0.0,269.0
21504,124.42.9.44,378.0,0.0,378.0
21505,124.45.17.244,4918836.0,0.0,4918836.0
21506,124.45.189.78,1890.0,0.0,1890.0
21507,124.47.7.43,255.0,0.0,255.0
21508,124.57.242.16,318521.0,0.0,318521.0
21509,124.65.159.123,399.0,0.0,399.0
21510,124.67.159.206,130.0,0.0,130.0
21511,124.72.217.238,136.0,0.0,136.0
21512,124.72.220.57,401.0,0.0,401.0
21513,124.72.249.119,127.0,0.0,127.0
21514,124.72.33.223,53.0,0.0,53.0
21515,124.72.66.231,153.0,0.0,153.0
21516,124.72.69.208,1268.0,0.0,1268.0
21517,124.72.77.11,2021.0,0.0,2021.0
21518,124.73.112.93,783.0,0.0,783.0
21519,124.73.127.51,3832.0,0.0,3832.0
21520,124.73.178.130,106.0,0.0,106.0
21521,124.73.38.115,548.0,0.0,548.0
21522,124.73.96.14,926.0,0.0,926.0
21523,124.73.97.167,202.0,0.0,202.0
21524,124.74.236.80,523.0,0.0,523.0
21525,124.74.240.141,129379.0,1822.0,127557.0
21527,124.74.240.158,8144.0,2960.0,5184.0
