,ip,s_up_length,f_up_length,up_increment
19199,122.228.186.15,19320.0,0.0,19320.0
19200,122.228.189.14,27600.0,0.0,27600.0
19201,122.228.199.146,1630648.0,1364314.0,266334.0
19204,122.228.199.99,790577.0,495812.0,294765.0
19205,122.228.200.49,1027816.0,0.0,1027816.0
19208,122.228.202.204,449414.0,0.0,449414.0
19211,122.228.204.207,77128.0,0.0,77128.0
19212,122.228.204.217,5015.0,0.0,5015.0
19213,122.228.208.34,16560.0,0.0,16560.0
19214,122.228.212.32,85232.0,0.0,85232.0
19215,122.228.214.135,10070.0,0.0,10070.0
19217,122.228.216.43,2042.0,0.0,2042.0
19218,122.228.217.27,22080.0,0.0,22080.0
19219,122.228.220.175,316223.0,0.0,316223.0
19223,122.228.222.157,313105.0,0.0,313105.0
19224,122.228.222.176,65084.0,14444.0,50640.0
19225,122.228.222.206,156220.0,0.0,156220.0
19226,122.228.222.242,27937.0,0.0,27937.0
19227,122.228.226.101,607722.0,0.0,607722.0
19228,122.228.226.50,58476.0,0.0,58476.0
19229,122.228.226.99,168651.0,0.0,168651.0
19230,122.228.234.39,1881.0,0.0,1881.0
19231,122.228.236.120,11207.0,0.0,11207.0
19232,122.228.236.170,9227.0,0.0,9227.0
19233,122.228.246.151,3054.0,0.0,3054.0
19234,122.228.248.118,1942711.0,0.0,1942711.0
19235,122.228.248.56,27540.0,0.0,27540.0
19236,122.228.249.19,17940.0,0.0,17940.0
19241,122.228.73.165,234333.0,0.0,234333.0
19242,122.228.73.166,101248.0,0.0,101248.0
19243,122.228.73.167,176028.0,845.0,175183.0
19244,122.228.73.168,131643.0,0.0,131643.0
19245,122.228.73.169,102510.0,0.0,102510.0
19246,122.228.73.171,99616.0,0.0,99616.0
19247,122.228.73.172,104773.0,0.0,104773.0
19248,122.228.73.176,286638.0,0.0,286638.0
19249,122.228.73.177,492259.0,0.0,492259.0
19250,122.228.73.178,329824.0,0.0,329824.0
19251,122.228.73.199,926471.0,719372.0,207099.0
19253,122.228.73.206,1394478.0,190292.0,1204186.0
19257,122.228.73.241,1208297.0,599602.0,608695.0
19258,122.228.73.242,3157804.0,649990.0,2507814.0
19259,122.228.73.243,1435373.0,304869.0,1130504.0
19260,122.228.73.244,1423916.0,657922.0,765994.0
19262,122.228.81.141,3400.0,0.0,3400.0
19264,122.228.85.13,6276802.0,0.0,6276802.0
19265,122.228.94.36,2393927.0,0.0,2393927.0
19266,122.228.94.41,436056.0,0.0,436056.0
19271,122.228.94.48,1293795.0,1049476.0,244319.0
19280,122.230.30.69,148.0,0.0,148.0
19281,122.230.46.218,1380.0,0.0,1380.0
19283,122.231.162.221,4305.0,0.0,4305.0
19284,122.231.89.82,84.0,0.0,84.0
19285,122.232.44.245,41.0,0.0,41.0
19286,122.232.85.152,9537.0,0.0,9537.0
19287,122.233.0.63,1918.0,0.0,1918.0
19288,122.233.122.211,9537.0,0.0,9537.0
19289,122.233.220.223,1643.0,0.0,1643.0
19290,122.233.234.115,236.0,0.0,236.0
19291,122.233.73.22,810886.0,0.0,810886.0
19292,122.233.74.88,460.0,0.0,460.0
19293,122.233.78.225,31793.0,0.0,31793.0
19294,122.234.115.203,149378.0,0.0,149378.0
19295,122.234.152.53,10172.0,0.0,10172.0
19296,122.234.180.69,823.0,0.0,823.0
19297,122.234.218.215,104.0,0.0,104.0
19299,122.234.245.46,23.0,0.0,23.0
19300,122.234.58.58,385.0,0.0,385.0
19301,122.234.65.93,5874.0,0.0,5874.0
19302,122.235.158.219,205.0,0.0,205.0
19303,122.235.158.90,102.0,0.0,102.0
19304,122.235.163.125,111878.0,0.0,111878.0
19305,122.235.180.146,720.0,0.0,720.0
19306,122.235.19.218,41.0,0.0,41.0
19307,122.235.206.86,9537.0,0.0,9537.0
19308,122.235.246.38,555.0,0.0,555.0
19309,122.235.35.67,86.0,0.0,86.0
19310,122.235.41.56,588869.0,0.0,588869.0
19311,122.235.42.54,206.0,0.0,206.0
19312,122.235.43.225,199612.0,0.0,199612.0
19313,122.235.43.62,275.0,0.0,275.0
19314,122.235.45.19,237.0,0.0,237.0
19315,122.235.55.108,1104614.0,0.0,1104614.0
19316,122.235.63.215,9541.0,0.0,9541.0
19317,122.235.93.137,9537.0,0.0,9537.0
19318,122.235.98.161,618.0,0.0,618.0
19319,122.236.126.24,171756.0,0.0,171756.0
19320,122.236.134.25,129.0,0.0,129.0
19321,122.236.246.112,9540.0,0.0,9540.0
19322,122.236.56.251,9537.0,0.0,9537.0
19323,122.237.146.144,19074.0,0.0,19074.0
19324,122.237.147.50,9537.0,0.0,9537.0
19325,122.237.90.24,19074.0,0.0,19074.0
19326,122.239.51.227,238.0,0.0,238.0
19327,122.239.9.100,329071.0,0.0,329071.0
19328,122.240.107.119,307.0,0.0,307.0
19329,122.241.53.65,9537.0,0.0,9537.0
19330,122.242.59.241,139.0,0.0,139.0
19331,122.243.247.53,13285.0,0.0,13285.0
19332,122.243.28.62,9537.0,0.0,9537.0
19333,122.243.96.62,49287.0,0.0,49287.0
19334,122.244.0.189,206.0,0.0,206.0
19335,122.244.10.116,9545.0,0.0,9545.0
19336,122.244.10.28,207.0,0.0,207.0
19337,122.244.122.107,9537.0,0.0,9537.0
19338,122.244.135.72,49878.0,0.0,49878.0
19339,122.244.160.23,32916.0,0.0,32916.0
19340,122.244.165.84,482.0,0.0,482.0
19341,122.244.170.243,1259.0,0.0,1259.0
19342,122.244.171.233,6862.0,0.0,6862.0
19343,122.244.176.100,205.0,0.0,205.0
19344,122.244.178.129,2472.0,0.0,2472.0
19345,122.244.179.55,16774.0,0.0,16774.0
19346,122.244.179.8,239.0,0.0,239.0
19347,122.244.180.174,9537.0,0.0,9537.0
19348,122.244.180.251,307.0,0.0,307.0
19349,122.244.181.117,9537.0,0.0,9537.0
19350,122.244.206.168,102.0,0.0,102.0
19351,122.244.23.197,41.0,0.0,41.0
19352,122.244.25.161,307.0,0.0,307.0
19353,122.244.26.90,9540.0,0.0,9540.0
19354,122.244.3.14,84.0,0.0,84.0
19355,122.244.31.8,22351.0,0.0,22351.0
19356,122.244.33.104,46754.0,0.0,46754.0
19357,122.244.4.49,39382.0,0.0,39382.0
19358,122.244.8.25,625.0,0.0,625.0
19359,122.244.98.140,23.0,0.0,23.0
19360,122.244.99.37,203.0,0.0,203.0
19361,122.245.98.178,718.0,0.0,718.0
19362,122.246.132.221,9537.0,0.0,9537.0
19363,122.246.149.33,2328.0,0.0,2328.0
19364,122.246.208.187,101.0,0.0,101.0
19365,122.246.223.175,41075.0,0.0,41075.0
19366,122.246.239.58,752.0,0.0,752.0
19367,122.246.249.86,297591.0,0.0,297591.0
19368,122.246.86.215,63296.0,0.0,63296.0
19369,122.247.189.130,449.0,0.0,449.0
19370,122.247.89.190,41.0,0.0,41.0
19371,122.247.89.241,9537.0,0.0,9537.0
19372,122.248.228.249,360.0,0.0,360.0
19373,122.248.234.204,12662.0,2946.0,9716.0
19374,122.248.235.39,311.0,0.0,311.0
19376,122.248.250.186,46817.0,380.0,46437.0
19377,122.248.255.197,10922.0,0.0,10922.0
19378,122.4.131.114,49918.0,0.0,49918.0
19379,122.4.34.120,7012.0,0.0,7012.0
19380,122.4.66.190,1671.0,0.0,1671.0
19382,122.4.84.71,7141.0,0.0,7141.0
19383,122.49.12.253,1363.0,0.0,1363.0
19384,122.5.139.87,104.0,0.0,104.0
19385,122.5.202.55,23480.0,0.0,23480.0
19386,122.5.64.117,734738.0,0.0,734738.0
19388,122.61.192.235,418.0,0.0,418.0
19389,122.7.192.99,41.0,0.0,41.0
19390,122.7.214.113,22407.0,0.0,22407.0
19391,122.7.48.67,190.0,0.0,190.0
19392,122.7.61.73,24.0,0.0,24.0
19394,122.70.138.216,23582.0,0.0,23582.0
19395,122.70.138.230,18224.0,0.0,18224.0
19396,122.70.138.41,686290.0,0.0,686290.0
19397,122.70.142.146,615064.0,53081.0,561983.0
19398,122.70.142.147,530575.0,54770.0,475805.0
19399,122.70.142.148,588927.0,73865.0,515062.0
19400,122.70.142.149,478302.0,48064.0,430238.0
19401,122.70.142.150,498198.0,65326.0,432872.0
19402,122.70.142.165,535605.0,119525.0,416080.0
19403,122.70.142.177,281107.0,69599.0,211508.0
19404,122.72.13.162,33324.0,845.0,32479.0
19405,122.9.68.99,695836.0,0.0,695836.0
19406,122.96.101.98,351816.0,0.0,351816.0
19407,122.96.150.146,116418.0,30943.0,85475.0
19408,122.96.150.147,200909.0,0.0,200909.0
19409,122.96.150.148,3215.0,0.0,3215.0
19410,122.96.150.206,204876.0,0.0,204876.0
19411,122.96.28.95,42735.0,0.0,42735.0
19412,122.97.253.217,448.0,0.0,448.0
19413,123.1.148.73,13804.0,0.0,13804.0
19414,123.1.151.71,5185.0,0.0,5185.0
19415,123.1.151.74,26220.0,0.0,26220.0
19416,123.1.157.18,31740.0,0.0,31740.0
19418,123.10.160.254,41.0,0.0,41.0
19419,123.10.65.58,41.0,0.0,41.0
19420,123.101.140.249,9537.0,0.0,9537.0
19421,123.101.173.44,50873.0,0.0,50873.0
19422,123.101.189.246,15340.0,0.0,15340.0
19423,123.101.90.221,236.0,0.0,236.0
19425,123.103.0.160,39016.0,229.0,38787.0
19429,123.103.0.22,471780.0,0.0,471780.0
19431,123.103.0.222,1411.0,0.0,1411.0
19433,123.103.0.247,1992.0,0.0,1992.0
19435,123.103.13.189,30022.0,0.0,30022.0
19438,123.103.15.225,662196.0,0.0,662196.0
19442,123.103.18.13,10134.0,0.0,10134.0
19444,123.103.19.102,128535.0,55129.0,73406.0
19445,123.103.19.107,95256.0,35712.0,59544.0
19446,123.103.19.108,137875.0,43430.0,94445.0
19447,123.103.19.111,81630.0,41939.0,39691.0
19448,123.103.19.117,97499.0,49645.0,47854.0
19449,123.103.19.201,38640.0,0.0,38640.0
19450,123.103.21.108,948.0,0.0,948.0
19457,123.103.247.11,55845.0,0.0,55845.0
19458,123.103.32.113,540478.0,338937.0,201541.0
19459,123.103.32.221,21794.0,0.0,21794.0
19460,123.103.35.125,74802.0,5028.0,69774.0
19461,123.103.35.129,134142.0,4582.0,129560.0
19462,123.103.35.130,42609.0,0.0,42609.0
19463,123.103.35.146,162697.0,0.0,162697.0
19464,123.103.35.149,404544.0,90731.0,313813.0
19468,123.103.35.56,47353.0,0.0,47353.0
19471,123.103.37.7,175153.0,0.0,175153.0
19472,123.103.37.8,11040.0,0.0,11040.0
19473,123.103.4.18,1606293.0,131565.0,1474728.0
19474,123.103.4.19,9222.0,4775.0,4447.0
19475,123.103.56.155,31890.0,0.0,31890.0
19476,123.103.56.167,285732.0,98856.0,186876.0
19477,123.103.56.47,4412708.0,990096.0,3422612.0
19480,123.103.58.211,103764.0,54190.0,49574.0
19483,123.103.58.226,23566.0,0.0,23566.0
19484,123.103.58.243,5914.0,2834.0,3080.0
19485,123.103.58.244,352562.0,64722.0,287840.0
19487,123.103.59.216,15414.0,2905.0,12509.0
19489,123.103.6.18,1011.0,0.0,1011.0
19490,123.103.64.1,657778.0,0.0,657778.0
19493,123.103.9.22,20700.0,0.0,20700.0
19494,123.103.97.118,2670.0,0.0,2670.0
19495,123.108.109.20,19320.0,0.0,19320.0
19497,123.11.129.38,41.0,0.0,41.0
19498,123.11.44.182,82.0,0.0,82.0
19499,123.116.104.197,41.0,0.0,41.0
19500,123.116.53.49,348168.0,0.0,348168.0
19501,123.118.7.96,430.0,0.0,430.0
19502,123.119.9.109,813.0,0.0,813.0
19503,123.12.184.10,82.0,0.0,82.0
19504,123.12.7.221,47.0,0.0,47.0
19507,123.120.224.48,129.0,0.0,129.0
19509,123.122.0.182,224.0,0.0,224.0
19510,123.123.127.7,82.0,0.0,82.0
19511,123.124.249.72,35880.0,0.0,35880.0
19512,123.124.54.134,933273.0,507998.0,425275.0
19520,123.125.104.202,21045.0,0.0,21045.0
19525,123.125.106.2,8807.0,0.0,8807.0
19528,123.125.110.157,133900.0,0.0,133900.0
19529,123.125.110.16,302010.0,0.0,302010.0
19532,123.125.110.24,199913.0,16487.0,183426.0
19533,123.125.110.25,1322041.0,28420.0,1293621.0
19534,123.125.112.115,1056847.0,186072.0,870775.0
19537,123.125.112.33,5009.0,389.0,4620.0
19538,123.125.112.47,64872.0,15441.0,49431.0
19540,123.125.112.54,1921.0,0.0,1921.0
19544,123.125.114.149,11527.0,3244.0,8283.0
19545,123.125.114.181,31056.0,0.0,31056.0
19546,123.125.114.202,21837.0,0.0,21837.0
19547,123.125.114.219,1090.0,654.0,436.0
19548,123.125.114.22,4046.0,867.0,3179.0
19549,123.125.114.225,10854.0,0.0,10854.0
19551,123.125.114.234,2713.0,0.0,2713.0
19552,123.125.114.235,8380.0,0.0,8380.0
19553,123.125.114.241,6637.0,0.0,6637.0
19554,123.125.114.37,48140.0,0.0,48140.0
19555,123.125.114.69,452.0,0.0,452.0
19556,123.125.114.81,12216.0,0.0,12216.0
19558,123.125.115.100,1364.0,0.0,1364.0
19559,123.125.115.104,431352.0,135153.0,296199.0
19560,123.125.115.114,166949.0,61994.0,104955.0
19562,123.125.115.128,11060.0,0.0,11060.0
19563,123.125.115.146,13500.0,6999.0,6501.0
19565,123.125.115.156,146.0,0.0,146.0
19566,123.125.115.169,36143.0,1227.0,34916.0
19567,123.125.115.178,217.0,0.0,217.0
19568,123.125.115.183,1044.0,0.0,1044.0
19570,123.125.115.230,222212.0,26148.0,196064.0
19572,123.125.115.80,222889.0,68443.0,154446.0
19573,123.125.115.90,2007190.0,441008.0,1566182.0
19574,123.125.115.95,191469.0,73404.0,118065.0
19575,123.125.116.17,30162.0,0.0,30162.0
19581,123.125.116.24,1014.0,0.0,1014.0
19582,123.125.116.98,213360.0,90522.0,122838.0
19583,123.125.117.13,965.0,0.0,965.0
19584,123.125.117.170,14583.0,0.0,14583.0
19585,123.125.117.185,644.0,0.0,644.0
19586,123.125.117.186,644.0,0.0,644.0
19587,123.125.117.226,277.0,0.0,277.0
19588,123.125.117.24,322.0,0.0,322.0
19589,123.125.117.255,758.0,0.0,758.0
19590,123.125.117.36,508.0,0.0,508.0
19591,123.125.117.55,725.0,0.0,725.0
19592,123.125.117.56,3045.0,0.0,3045.0
19593,123.125.117.61,254.0,0.0,254.0
19594,123.125.118.108,283.0,0.0,283.0
19596,123.125.120.73,17680.0,6597.0,11083.0
19601,123.125.125.108,52931.0,459.0,52472.0
19603,123.125.125.119,256285.0,0.0,256285.0
19609,123.125.160.176,11253.0,3355.0,7898.0
19610,123.125.161.220,733362.0,15910.0,717452.0
19612,123.125.161.230,38039.0,14770.0,23269.0
19615,123.125.161.252,1266367.0,252769.0,1013598.0
19616,123.125.161.255,742058.0,215104.0,526954.0
19617,123.125.19.24,258.0,0.0,258.0
19620,123.125.192.80,954.0,0.0,954.0
19622,123.125.199.201,524612.0,0.0,524612.0
19623,123.125.207.136,2994.0,0.0,2994.0
19624,123.125.211.46,1274.0,0.0,1274.0
19628,123.125.212.43,550.0,0.0,550.0
19629,123.125.212.62,729.0,0.0,729.0
19631,123.125.22.228,184254.0,90814.0,93440.0
19632,123.125.22.238,41879.0,374.0,41505.0
19633,123.125.22.255,748.0,0.0,748.0
19634,123.125.23.176,1478551.0,35460.0,1443091.0
19635,123.125.23.177,6722061.0,154750.0,6567311.0
19636,123.125.29.150,1563071.0,463019.0,1100052.0
19638,123.125.29.193,254.0,0.0,254.0
19639,123.125.29.212,740584.0,174838.0,565746.0
19641,123.125.29.225,433718.0,48450.0,385268.0
19642,123.125.29.229,4641.0,0.0,4641.0
19643,123.125.29.233,764.0,0.0,764.0
19644,123.125.29.235,6869.0,610.0,6259.0
19645,123.125.29.248,1227631.0,506303.0,721328.0
19647,123.125.29.253,664186.0,261083.0,403103.0
19648,123.125.30.0,20554.0,8004.0,12550.0
19650,123.125.31.246,619762.0,50001.0,569761.0
19651,123.125.42.86,944.0,0.0,944.0
19654,123.125.50.12,5404.0,0.0,5404.0
19655,123.125.50.25,811350.0,0.0,811350.0
19656,123.125.50.26,88431.0,0.0,88431.0
19657,123.125.50.27,26270.0,0.0,26270.0
19658,123.125.50.30,3735.0,0.0,3735.0
19659,123.125.50.33,2335.0,1171.0,1164.0
19661,123.125.50.66,771.0,0.0,771.0
19664,123.125.54.108,2213433.0,244265.0,1969168.0
19667,123.125.54.89,526805.0,225759.0,301046.0
19668,123.125.64.84,538.0,0.0,538.0
19669,123.125.65.117,40988.0,13087.0,27901.0
19671,123.125.65.127,374057.0,84818.0,289239.0
19672,123.125.65.134,69830.0,1386.0,68444.0
19674,123.125.65.32,4049.0,0.0,4049.0
19675,123.125.65.56,8627.0,2858.0,5769.0
19676,123.125.65.96,261766.0,222635.0,39131.0
19677,123.125.69.214,1896.0,158.0,1738.0
19678,123.125.70.107,11000.0,0.0,11000.0
19679,123.125.70.111,6338.0,0.0,6338.0
19680,123.125.70.113,172779.0,93414.0,79365.0
19681,123.125.70.46,4190.0,0.0,4190.0
19684,123.125.73.248,498385.0,64239.0,434146.0
19688,123.125.74.157,14695.0,4103.0,10592.0
19689,123.125.74.158,42101.0,14390.0,27711.0
19696,123.125.81.199,36332.0,0.0,36332.0
19697,123.125.81.202,8512130.0,4491631.0,4020499.0
19698,123.125.82.126,1925667.0,90659.0,1835008.0
19700,123.125.82.138,4374.0,0.0,4374.0
19701,123.125.82.147,101193.0,11552.0,89641.0
19704,123.125.82.161,33752.0,6974.0,26778.0
19706,123.125.82.168,2297918.0,130456.0,2167462.0
19708,123.125.82.175,4809595.0,454997.0,4354598.0
19711,123.125.82.190,13928.0,3779.0,10149.0
19714,123.125.82.206,172942.0,75445.0,97497.0
19715,123.125.82.211,3452812.0,2517827.0,934985.0
19716,123.125.82.212,8999.0,3715.0,5284.0
19718,123.125.82.214,1354509.0,260507.0,1094002.0
19720,123.125.82.237,1456.0,951.0,505.0
19722,123.125.82.246,262738.0,4785.0,257953.0
19724,123.125.83.0,27222.0,7832.0,19390.0
19725,123.125.83.109,316445.0,19323.0,297122.0
19727,123.125.83.121,18207.0,13601.0,4606.0
19728,123.125.83.122,10957.0,4438.0,6519.0
19733,123.125.83.2,260893.0,5968.0,254925.0
19736,123.125.87.105,452295.0,44147.0,408148.0
19737,123.125.87.255,308239.0,72715.0,235524.0
19738,123.125.87.85,277411.0,148105.0,129306.0
19740,123.125.87.88,4677.0,3128.0,1549.0
19744,123.125.89.137,1356.0,0.0,1356.0
19746,123.125.96.139,5921.0,0.0,5921.0
19747,123.125.96.153,928516.0,47399.0,881117.0
19751,123.125.96.225,42288.0,26552.0,15736.0
19755,123.125.98.217,14861.0,0.0,14861.0
19756,123.126.102.55,3049124.0,0.0,3049124.0
19757,123.126.104.10,475302.0,52113.0,423189.0
19758,123.126.104.106,1960.0,320.0,1640.0
19761,123.126.104.11,385122.0,149079.0,236043.0
19762,123.126.104.153,2360.0,0.0,2360.0
19763,123.126.104.155,924.0,0.0,924.0
19764,123.126.104.157,1758.0,0.0,1758.0
19765,123.126.104.166,12477.0,0.0,12477.0
19766,123.126.104.216,520.0,0.0,520.0
19767,123.126.104.217,624.0,0.0,624.0
19768,123.126.104.68,33710.0,9867.0,23843.0
19770,123.126.121.165,16575666.0,5392492.0,11183174.0
19775,123.126.124.64,2113.0,0.0,2113.0
19777,123.126.159.151,1941580.0,0.0,1941580.0
19779,123.126.42.47,102.0,51.0,51.0
19781,123.126.43.0,180618.0,78260.0,102358.0
19782,123.126.48.53,9112.0,0.0,9112.0
19783,123.126.48.99,354.0,0.0,354.0
19786,123.126.61.170,228.0,0.0,228.0
19789,123.126.65.16,10515.0,0.0,10515.0
19790,123.126.68.167,5515.0,153.0,5362.0
19791,123.126.68.168,110136.0,440.0,109696.0
19792,123.126.68.169,15660.0,245.0,15415.0
19793,123.126.68.170,1770.0,574.0,1196.0
19798,123.126.70.152,11868.0,1892.0,9976.0
19799,123.126.76.113,1454.0,0.0,1454.0
19800,123.126.76.65,12301.0,0.0,12301.0
19801,123.126.93.159,1466.0,0.0,1466.0
19802,123.126.93.160,22080.0,0.0,22080.0
19803,123.126.93.172,111637.0,2298.0,109339.0
19805,123.126.98.10,142947.0,0.0,142947.0
19809,123.126.98.14,98860.0,0.0,98860.0
19810,123.126.98.15,239640.0,0.0,239640.0
19811,123.126.98.151,4944.0,0.0,4944.0
19812,123.126.98.152,6774.0,0.0,6774.0
19813,123.126.98.154,3387.0,0.0,3387.0
19814,123.126.98.155,41307.0,0.0,41307.0
19815,123.126.98.163,882.0,0.0,882.0
19816,123.126.98.164,127.0,0.0,127.0
19817,123.126.98.189,6684.0,0.0,6684.0
19818,123.126.98.195,771.0,0.0,771.0
19819,123.126.98.202,55801.0,15187.0,40614.0
19820,123.126.98.205,108092.0,0.0,108092.0
19821,123.126.98.207,1059.0,0.0,1059.0
19822,123.126.99.140,280967.0,31416.0,249551.0
19823,123.126.99.141,155515.0,29014.0,126501.0
19824,123.126.99.152,212243.0,201912.0,10331.0
19825,123.126.99.158,662.0,0.0,662.0
19826,123.126.99.192,287.0,0.0,287.0
19827,123.126.99.200,1543.0,0.0,1543.0
19828,123.126.99.94,882.0,0.0,882.0
19829,123.127.160.33,12556.0,0.0,12556.0
19830,123.127.217.113,95042.0,0.0,95042.0
19831,123.127.220.88,42780.0,0.0,42780.0
19832,123.127.248.7,1326977.0,61435.0,1265542.0
19840,123.129.212.14,4738.0,0.0,4738.0
19841,123.129.212.194,59934.0,0.0,59934.0
19842,123.129.212.8,632576.0,0.0,632576.0
19843,123.129.216.36,19317.0,0.0,19317.0
19844,123.129.242.144,45516.0,652.0,44864.0
19845,123.129.242.145,53146.0,0.0,53146.0
19847,123.129.66.41,74.0,0.0,74.0
19848,123.13.58.26,41.0,0.0,41.0
19849,123.13.9.78,258.0,0.0,258.0
19851,123.131.157.214,41.0,0.0,41.0
19852,123.131.165.91,11176.0,372.0,10804.0
19853,123.131.165.92,13910.0,1849.0,12061.0
19854,123.131.174.23,41.0,0.0,41.0
19855,123.131.45.72,32951.0,0.0,32951.0
19856,123.132.203.106,41.0,0.0,41.0
19857,123.133.4.246,41.0,0.0,41.0
19858,123.134.16.202,1628.0,0.0,1628.0
19859,123.134.186.229,79702.0,0.0,79702.0
19860,123.134.189.62,15180.0,0.0,15180.0
19861,123.134.245.142,41.0,0.0,41.0
19862,123.134.32.39,20700.0,0.0,20700.0
19863,123.134.32.47,22080.0,0.0,22080.0
19864,123.134.67.169,11212.0,0.0,11212.0
19867,123.135.111.199,32706.0,0.0,32706.0
19868,123.135.126.202,8356.0,0.0,8356.0
19869,123.135.217.32,1908.0,0.0,1908.0
19870,123.135.30.186,41.0,0.0,41.0
19871,123.138.148.155,50115671.0,14418819.0,35696852.0
19872,123.138.148.156,53870371.0,15827183.0,38043188.0
19873,123.138.162.114,101935.0,0.0,101935.0
19874,123.138.162.117,28196089.0,3206948.0,24989141.0
19875,123.138.162.119,2642.0,0.0,2642.0
19877,123.138.37.141,12690.0,0.0,12690.0
19879,123.138.60.147,785525.0,113043.0,672482.0
19880,123.138.60.149,594911.0,42315.0,552596.0
19881,123.138.60.150,411441.0,75436.0,336005.0
19882,123.138.60.151,674875.0,75618.0,599257.0
19883,123.138.60.182,591133.0,117189.0,473944.0
19884,123.138.60.183,682513.0,117055.0,565458.0
19885,123.138.60.187,566442.0,70694.0,495748.0
19886,123.138.60.188,599587.0,74846.0,524741.0
19887,123.138.60.192,535181.0,75036.0,460145.0
19888,123.138.60.223,588406.0,68063.0,520343.0
19889,123.139.126.205,41.0,0.0,41.0
19890,123.14.41.118,41.0,0.0,41.0
19891,123.14.82.237,129.0,0.0,129.0
19892,123.14.87.227,1266.0,0.0,1266.0
19893,123.145.34.50,82.0,0.0,82.0
19894,123.146.23.144,4808.0,0.0,4808.0
19895,123.148.185.183,82.0,0.0,82.0
19896,123.149.114.84,101.0,0.0,101.0
19897,123.149.177.184,9537.0,0.0,9537.0
19898,123.149.220.73,515.0,0.0,515.0
19899,123.149.229.36,1860.0,25.0,1835.0
19901,123.149.54.22,4666737.0,3164591.0,1502146.0
19903,123.149.54.65,4816274.0,0.0,4816274.0
19904,123.149.6.74,2760.0,0.0,2760.0
19905,123.149.69.235,238.0,0.0,238.0
19906,123.149.85.6,34623.0,0.0,34623.0
19907,123.15.135.157,41.0,0.0,41.0
19908,123.15.161.136,68.0,0.0,68.0
19909,123.15.190.63,41.0,0.0,41.0
19910,123.15.234.88,41.0,0.0,41.0
19911,123.15.81.185,645.0,0.0,645.0
19913,123.150.107.107,25718.0,0.0,25718.0
19914,123.150.115.21,1527.0,0.0,1527.0
19915,123.150.121.136,236.0,0.0,236.0
19920,123.150.173.103,61134.0,28725.0,32409.0
19923,123.150.173.157,25395.0,0.0,25395.0
19924,123.150.173.171,17505.0,0.0,17505.0
19928,123.150.173.206,3695.0,727.0,2968.0
19930,123.150.173.210,27653.0,1689.0,25964.0
19931,123.150.173.234,2500.0,0.0,2500.0
19933,123.150.173.244,45697.0,7836.0,37861.0
19935,123.150.173.248,140950.0,102159.0,38791.0
19936,123.150.173.251,166992.0,26569.0,140423.0
19937,123.150.173.65,9163.0,1788.0,7375.0
19938,123.150.173.68,10489.0,3220.0,7269.0
19944,123.150.175.187,74074.0,18023.0,56051.0
19945,123.150.175.192,73938.0,21257.0,52681.0
19954,123.150.178.159,112244671.0,348376.0,111896295.0
19957,123.150.180.14,652.0,0.0,652.0
19958,123.150.180.43,565558.0,269889.0,295669.0
19959,123.150.182.215,2314.0,280.0,2034.0
19962,123.150.185.205,5304.0,1748.0,3556.0
19964,123.150.185.212,3448.0,126.0,3322.0
19965,123.150.185.221,1012.0,92.0,920.0
19971,123.150.188.40,794820.0,238978.0,555842.0
19973,123.150.189.44,854220.0,20225.0,833995.0
19974,123.150.189.45,109018.0,0.0,109018.0
19977,123.150.191.144,148.0,0.0,148.0
19978,123.150.198.185,772.0,0.0,772.0
19979,123.150.2.250,223.0,199.0,24.0
19980,123.150.204.135,6012118.0,4382488.0,1629630.0
19981,123.150.204.136,7100979.0,1383692.0,5717287.0
19982,123.150.204.21,11911.0,1813.0,10098.0
19985,123.150.216.12,260318.0,0.0,260318.0
19986,123.150.216.124,43827.0,7003.0,36824.0
19987,123.150.216.144,186615.0,26057.0,160558.0
19988,123.150.216.146,130787.0,0.0,130787.0
19991,123.150.216.176,77722.0,24669.0,53053.0
19993,123.150.216.182,1568.0,0.0,1568.0
19994,123.150.216.183,1948.0,996.0,952.0
19995,123.150.216.189,1722.0,0.0,1722.0
20000,123.150.216.228,412.0,0.0,412.0
20002,123.150.216.27,3720.0,1080.0,2640.0
20004,123.150.216.6,154065.0,12550.0,141515.0
20007,123.150.216.73,8531.0,4363.0,4168.0
20008,123.150.216.96,17324.0,412.0,16912.0
20010,123.150.225.13,2197.0,0.0,2197.0
20011,123.150.235.183,17246.0,0.0,17246.0
20012,123.150.251.204,17297.0,0.0,17297.0
20014,123.150.49.109,18261229.0,4746707.0,13514522.0
20021,123.150.49.124,5341523.0,5034250.0,307273.0
20023,123.150.49.16,9152088.0,5327893.0,3824195.0
20033,123.150.50.22,5639899.0,2541805.0,3098094.0
20038,123.150.52.104,1014539.0,796230.0,218309.0
20039,123.150.52.106,564873.0,426377.0,138496.0
20040,123.150.52.107,9357530.0,8983806.0,373724.0
20042,123.150.52.137,2502.0,0.0,2502.0
20043,123.150.52.143,1824189.0,314845.0,1509344.0
20045,123.150.52.167,112800250.0,22660556.0,90139694.0
20046,123.150.52.168,310499520.0,42852865.0,267646655.0
20047,123.150.52.169,4138218.0,266663.0,3871555.0
20049,123.150.52.176,80471.0,0.0,80471.0
20055,123.150.52.238,249.0,0.0,249.0
20058,123.150.52.31,181996396.0,121100823.0,60895573.0
20062,123.150.52.77,965995.0,14099.0,951896.0
20063,123.150.52.78,1591235.0,0.0,1591235.0
